Category,Width,Height
Adult,65,174
Adult,42,112
Child,30,50
Adult,44,142
Adult,38,90
Adult,33,101
Adult,49,96
Adult,30,75
Adult,61,116
Adult,31,88
Adult,58,152
Adult,103,374
Adult,47,127
Adult,139,372
Adult,33,91
Adult,28,84
Adult,42,99
Adult,37,89
Adult,24,69
Adult,44,164
Adult,146,356
Adult,105,294
Adult,43,123
Adult,41,126
Adult,58,148
Adult,48,127
Adult,96,224
Adult,35,110
Adult,44,125
Adult,44,121
Adult,40,130
Adult,47,124
Adult,35,108
Adult,26,96
Adult,53,162
Adult,42,162
Adult,44,136
Adult,82,311
Adult,33,127
Adult,30,90
Adult,50,149
Adult,30,90
Adult,45,121
Adult,27,65
Adult,61,188
Adult,25,75
Adult,38,144
Adult,38,82
Adult,51,150
Adult,48,121
Adult,74,148
Adult,35,116
Adult,40,89
Adult,76,149
Adult,81,229
Adult,68,154
Adult,40,116
Adult,49,153
Adult,29,93
Adult,35,91
Adult,23,68
Adult,97,192
Adult,47,104
Adult,45,128
Adult,25,74
Adult,28,85
Adult,64,171
Adult,56,137
Adult,35,77
Adult,198,480
Adult,50,143
Adult,39,113
Adult,77,224
Adult,46,110
Adult,88,261
Adult,34,65
Adult,37,112
Adult,34,101
Adult,71,190
Adult,64,176
Adult,40,144
Adult,49,148
Adult,34,90
Adult,72,198
Adult,26,94
Adult,34,123
Adult,39,142
Adult,82,313
Adult,34,102
Adult,134,285
Adult,72,233
Adult,45,150
Adult,26,91
Adult,46,116
Adult,116,247
Adult,30,91
Adult,52,137
Adult,33,108
Adult,36,94
Adult,35,116
Adult,95,348
Adult,38,107
Adult,33,110
Adult,45,142
Adult,46,121
Adult,42,140
Adult,49,121
Adult,80,245
Adult,27,92
Adult,55,100
Adult,139,339
Adult,67,232
Adult,70,214
Adult,35,101
Adult,57,233
Adult,72,180
Adult,61,162
Adult,51,130
Adult,29,113
Adult,33,86
Adult,55,120
Adult,98,220
Adult,33,125
Adult,179,500
Adult,32,75
Adult,66,152
Adult,27,117
Adult,52,105
Adult,30,114
Adult,67,148
Adult,34,125
Adult,38,126
Adult,57,153
Adult,106,282
Child,27,75
Adult,35,93
Adult,26,97
Child,33,91
Adult,36,105
Adult,64,172
Adult,47,145
Adult,82,163
Adult,120,316
Adult,52,152
Adult,45,130
Adult,32,96
Adult,39,91
Adult,74,200
Adult,37,117
Adult,33,87
Adult,85,306
Adult,111,327
Adult,34,89
Adult,38,152
Adult,99,151
Adult,74,203
Adult,176,431
Adult,76,205
Adult,113,257
Adult,21,103
Adult,45,99
Adult,46,115
Adult,69,207
Adult,56,149
Adult,30,107
Adult,99,279
Adult,63,153
Adult,32,94
Adult,88,236
Adult,170,384
Adult,100,319
Adult,94,234
Adult,61,157
Adult,56,163
Adult,51,153
Adult,96,248
Adult,23,91
Adult,36,147
Adult,59,143
Child,34,58
Adult,142,345
Adult,72,203
Adult,83,250
Adult,44,131
Adult,54,107
Adult,70,143
Adult,26,78
Adult,25,69
Adult,129,268
Adult,34,85
Adult,103,313
Adult,78,213
Adult,65,208
Adult,70,156
Adult,40,147
Adult,135,313
Adult,49,171
Adult,44,126
Adult,59,149
Adult,67,154
Adult,35,95
Adult,49,126
Adult,72,213
Adult,38,95
Adult,34,94
Adult,82,154
Adult,89,217
Adult,28,92
Adult,36,130
Child,98,259
Adult,28,83
Adult,39,117
Adult,81,244
Adult,40,111
Adult,28,80
Adult,82,252
Adult,74,296
Adult,28,73
Adult,52,170
Adult,47,111
Adult,26,75
Adult,179,441
Adult,34,69
Adult,136,329
Adult,94,268
Adult,99,294
Adult,51,168
Adult,25,84
Adult,48,107
Adult,32,75
Adult,49,115
Adult,28,96
Adult,130,365
Adult,56,127
Adult,124,359
Adult,42,132
Adult,21,75
Adult,20,66
Adult,57,185
Adult,26,88
Adult,35,91
Adult,51,160
Adult,25,70
Adult,52,158
Adult,33,92
Adult,30,68
Adult,62,202
Adult,35,96
Adult,53,141
Child,23,53
Adult,23,73
Adult,79,260
Adult,50,167
Adult,28,113
Adult,77,179
Adult,29,103
Adult,38,99
Adult,22,74
Adult,35,92
Adult,40,93
Adult,101,236
Adult,41,142
Adult,38,126
Adult,31,69
Adult,68,157
Adult,60,189
Adult,35,121
Adult,71,178
Adult,40,151
Adult,62,182
Adult,62,156
Adult,57,154
Adult,25,79
Adult,61,201
Adult,35,79
Adult,60,189
Adult,38,86
Adult,133,296
Adult,29,73
Adult,40,111
Adult,72,174
Adult,98,180
Adult,143,252
Adult,36,116
Adult,30,92
Adult,68,177
Adult,42,115
Adult,27,75
Adult,31,99
Adult,46,139
Adult,86,219
Adult,97,331
Adult,86,181
Adult,88,362
Adult,52,113
Adult,76,194
Adult,77,178
Adult,33,84
Adult,21,63
Adult,26,82
Adult,28,68
Adult,41,119
Adult,76,185
Adult,51,207
Adult,74,208
Adult,154,250
Adult,64,185
Adult,42,124
Adult,186,345
Adult,60,218
Adult,34,116
Adult,32,101
Adult,46,140
Adult,81,137
Adult,28,67
Adult,35,101
Adult,88,210
Adult,52,118
Adult,33,121
Adult,154,389
Adult,39,117
Adult,46,122
Adult,21,67
Adult,52,137
Adult,35,105
Adult,41,124
Adult,78,238
Adult,33,91
Adult,166,481
Adult,65,139
Adult,34,112
Adult,38,95
Adult,98,254
Adult,54,141
Adult,63,195
Adult,106,318
Adult,117,376
Adult,41,111
Adult,112,301
Adult,41,93
Adult,146,487
Adult,77,215
Adult,35,97
Adult,57,151
Adult,117,351
Adult,149,352
Adult,90,286
Adult,33,95
Adult,88,263
Adult,61,121
Adult,46,155
Adult,33,90
Adult,58,184
Adult,67,198
Adult,49,152
Adult,54,167
Adult,44,139
Adult,60,188
Adult,66,194
Child,38,102
Adult,56,117
Adult,33,103
Adult,104,354
Adult,81,204
Adult,57,167
Adult,34,115
Adult,78,219
Adult,22,84
Adult,126,320
Adult,29,87
Adult,93,239
Adult,39,70
Adult,64,226
Adult,33,90
Adult,67,211
Adult,33,104
Adult,28,80
Adult,42,85
Adult,128,347
Adult,98,327
Adult,26,89
Adult,98,218
Adult,51,167
Adult,84,225
Adult,66,178
Adult,55,158
Adult,35,94
Child,74,157
Adult,62,224
Adult,61,230
Adult,40,143
Adult,26,73
Adult,27,85
Adult,159,447
Adult,25,75
Adult,64,188
Adult,59,192
Adult,32,85
Adult,37,93
Adult,100,194
Adult,63,174
Adult,45,118
Adult,63,162
Adult,48,150
Adult,28,75
Adult,91,291
Adult,52,188
Adult,47,140
Adult,44,146
Adult,32,83
Adult,71,218
Adult,42,103
Adult,40,122
Adult,46,110
Adult,107,288
Adult,57,130
Adult,28,109
Adult,36,105
Adult,27,68
Adult,56,190
Adult,108,273
Adult,41,109
Adult,35,101
Adult,45,122
Adult,29,73
Adult,80,203
Adult,58,147
Adult,39,102
Adult,41,85
Adult,66,205
Adult,42,103
Adult,88,228
Adult,100,276
Adult,75,189
Adult,63,195
Adult,81,190
Adult,57,158
Adult,46,153
Adult,87,211
Adult,32,102
Adult,40,98
Adult,44,85
Adult,129,293
Adult,69,168
Adult,54,230
Adult,99,251
Adult,34,115
Adult,117,218
Adult,46,121
Adult,101,183
Adult,28,93
Adult,25,82
Adult,39,90
Adult,89,259
Adult,31,110
Adult,80,262
Adult,42,117
Adult,37,103
Adult,26,81
Adult,55,146
Adult,97,334
Adult,62,182
Adult,86,227
Adult,42,116
Adult,65,178
Adult,32,111
Adult,36,119
Adult,51,154
Adult,52,156
Adult,82,262
Adult,40,119
Adult,65,147
Adult,64,205
Adult,24,82
Adult,84,279
Adult,40,117
Adult,45,118
Adult,94,202
Adult,70,222
Adult,32,94
Adult,137,452
Adult,205,420
Adult,27,91
Adult,109,230
Adult,27,78
Adult,113,312
Adult,90,226
Adult,74,192
Adult,93,277
Adult,192,320
Adult,35,112
Adult,54,157
Adult,61,148
Adult,76,251
Adult,72,226
Adult,61,191
Adult,93,263
Adult,113,271
Adult,34,128
Adult,86,209
Adult,48,133
Adult,38,106
Adult,51,166
Adult,34,127
Adult,48,131
Adult,77,231
Adult,29,77
Adult,37,144
Adult,65,178
Adult,45,125
Adult,36,112
Adult,89,208
Adult,30,101
Adult,44,158
Adult,101,315
Adult,33,94
Adult,51,104
Adult,51,187
Adult,25,80
Adult,50,124
Adult,40,114
Adult,38,114
Adult,114,441
Adult,26,69
Adult,52,193
Adult,58,153
Adult,122,299
Adult,40,103
Adult,34,99
Adult,147,371
Adult,137,278
Adult,23,72
Adult,54,128
Adult,76,242
Adult,44,98
Adult,116,357
Adult,189,525
Adult,123,270
Adult,47,119
Adult,72,229
Adult,38,95
Adult,98,327
Adult,78,258
Adult,29,78
Adult,94,263
Adult,99,312
Adult,33,100
Adult,34,98
Adult,89,196
Adult,129,214
Adult,21,92
Adult,78,187
Adult,52,141
Adult,45,135
Adult,41,124
Adult,33,90
Adult,83,213
Adult,39,128
Adult,75,149
Adult,61,116
Adult,71,210
Adult,45,135
Adult,39,106
Adult,73,210
Adult,89,326
Adult,31,83
Adult,62,156
Adult,31,123
Adult,22,65
Adult,58,178
Adult,46,136
Adult,30,83
Adult,57,169
Adult,149,429
Adult,34,115
Adult,37,92
Adult,79,231
Adult,57,164
Adult,40,127
Adult,40,108
Adult,56,118
Adult,25,98
Adult,90,242
Adult,27,79
Adult,47,107
Adult,188,391
Adult,30,108
Adult,88,210
Adult,69,217
Adult,52,141
Adult,64,196
Adult,98,270
Adult,49,163
Adult,91,201
Adult,102,340
Adult,123,312
Adult,140,341
Adult,83,274
Adult,58,220
Adult,36,119
Adult,62,231
Adult,78,256
Adult,97,322
Adult,45,103
Adult,33,84
Adult,42,130
Adult,35,95
Adult,67,188
Adult,35,85
Adult,27,104
Adult,41,124
Adult,26,106
Adult,72,180
Adult,148,470
Adult,104,336
Adult,59,151
Adult,34,65
Adult,33,100
Adult,88,237
Adult,40,134
Adult,48,113
Adult,33,131
Adult,31,86
Adult,38,124
Adult,145,261
Adult,81,240
Adult,77,179
Adult,40,105
Adult,29,75
Adult,38,103
Adult,34,108
Adult,39,136
Adult,37,99
Adult,72,203
Adult,86,257
Adult,27,91
Adult,93,235
Adult,25,69
Adult,95,306
Adult,87,256
Adult,23,89
Adult,38,95
Adult,100,214
Adult,49,168
Adult,64,174
Adult,32,103
Adult,41,95
Adult,74,190
Adult,74,203
Adult,40,82
Adult,85,247
Adult,32,110
Adult,33,79
Adult,61,117
Adult,68,174
Adult,58,139
Adult,120,296
Adult,120,397
Adult,30,94
Adult,57,146
Adult,40,111
Adult,64,117
Adult,31,92
Adult,27,82
Adult,34,135
Adult,75,188
Adult,28,91
Adult,117,351
Adult,140,313
Adult,34,72
Adult,56,208
Adult,38,159
Adult,114,297
Adult,23,73
Adult,34,85
Adult,92,323
Adult,91,264
Adult,35,85
Adult,36,98
Adult,63,233
Adult,134,267
Adult,37,94
Adult,84,169
Adult,96,269
Adult,62,173
Adult,38,131
Adult,30,98
Adult,51,151
Adult,40,139
Adult,104,208
Adult,50,141
Adult,70,159
Adult,107,322
Adult,53,160
Adult,48,106
Adult,54,135
Adult,80,162
Adult,110,281
Adult,69,190
Adult,93,206
Adult,96,210
Adult,85,226
Adult,85,208
Adult,42,117
Adult,62,234
Adult,31,94
Adult,63,120
Adult,64,208
Adult,35,108
Adult,126,251
Adult,75,184
Adult,74,233
Adult,152,242
Adult,20,66
Adult,81,148
Adult,28,89
Adult,50,120
Adult,28,73
Adult,61,157
Adult,47,100
Adult,47,105
Adult,49,160
Adult,52,130
Adult,51,124
Adult,29,78
Adult,30,93
Adult,19,66
Adult,97,172
Adult,25,69
Adult,40,123
Adult,35,121
Adult,51,130
Child,37,67
Adult,31,77
Adult,99,286
Adult,35,99
Adult,35,89
Adult,42,130
Adult,71,206
Adult,46,156
Adult,37,109
Adult,151,300
Adult,59,187
Adult,194,421
Adult,61,228
Adult,79,227
Adult,42,127
Adult,63,199
Adult,41,135
Adult,37,122
Adult,52,139
Adult,180,362
Adult,51,128
Adult,77,153
Adult,62,135
Adult,63,132
Adult,27,74
Adult,24,74
Adult,25,67
Adult,28,80
Adult,69,247
Adult,31,82
Adult,46,163
Adult,38,124
Adult,22,85
Adult,36,89
Adult,63,203
Adult,27,83
Child,74,155
Adult,50,157
Adult,39,116
Adult,56,147
Adult,56,148
Adult,89,246
Adult,58,156
Adult,53,169
Adult,50,159
Adult,32,107
Adult,46,129
Adult,140,322
Adult,44,124
Adult,55,143
Adult,40,115
Adult,135,384
Adult,79,213
Adult,34,83
Adult,40,88
Adult,30,83
Adult,22,80
Adult,34,132
Adult,34,89
Adult,63,167
Adult,33,90
Adult,140,417
Adult,34,75
Adult,29,121
Adult,47,100
Adult,93,301
Adult,83,196
Adult,37,111
Adult,39,99
Adult,34,99
Adult,95,288
Adult,128,331
Adult,58,172
Adult,136,329
Adult,28,111
Adult,114,282
Adult,44,123
Adult,50,122
Adult,246,518
Adult,50,155
Adult,33,110
Adult,35,129
Adult,28,93
Adult,50,120
Adult,70,206
Adult,52,133
Adult,100,253
Adult,158,318
Adult,68,214
Adult,29,93
Adult,34,80
Adult,109,312
Adult,67,121
Adult,31,84
Adult,64,167
Adult,78,270
Adult,84,221
Adult,57,232
Adult,30,109
Adult,27,73
Adult,41,148
Adult,98,322
Adult,63,234
Adult,121,197
Adult,127,328
Adult,39,112
Adult,81,199
Adult,38,103
Adult,54,165
Adult,68,147
Adult,64,181
Adult,40,109
Adult,27,87
Adult,63,139
Adult,64,152
Adult,69,141
Adult,94,316
Adult,85,237
Adult,54,146
Adult,41,108
Adult,47,126
Adult,232,448
Adult,65,195
Adult,193,350
Adult,27,77
Adult,39,122
Adult,65,134
Adult,165,387
Adult,33,114
Adult,40,91
Adult,36,108
Adult,69,227
Adult,22,65
Adult,35,115
Adult,39,115
Adult,21,71
Adult,67,213
Adult,32,99
Adult,86,229
Adult,51,147
Adult,62,194
Adult,32,105
Adult,28,78
Adult,28,75
Adult,58,200
Adult,73,154
Adult,55,175
Adult,122,315
Adult,113,242
Adult,57,149
Adult,34,94
Adult,64,123
Adult,69,194
Adult,48,135
Adult,26,85
Adult,76,144
Adult,29,101
Adult,25,74
Adult,111,313
Adult,79,156
Adult,59,144
Adult,36,141
Adult,37,99
Adult,28,84
Adult,28,83
Adult,47,129
Adult,34,94
Adult,76,293
Adult,67,213
Adult,40,106
Adult,51,155
Adult,112,245
Adult,168,345
Adult,23,69
Adult,29,89
Adult,38,99
Adult,31,70
Adult,79,254
Adult,117,325
Adult,33,126
Adult,51,124
Adult,48,120
Adult,121,277
Adult,47,144
Adult,83,222
Adult,28,92
Adult,35,110
Adult,41,124
Adult,31,94
Adult,30,70
Adult,48,125
Adult,61,212
Adult,46,151
Adult,55,161
Adult,31,100
Adult,166,595
Adult,29,98
Adult,172,418
Adult,66,185
Adult,50,137
Adult,36,121
Adult,58,171
Adult,49,146
Adult,126,222
Adult,89,212
Adult,39,110
Adult,27,87
Adult,50,146
Adult,22,66
Adult,35,98
Adult,23,69
Adult,49,150
Adult,38,110
Adult,163,483
Adult,40,160
Adult,25,74
Adult,30,82
Adult,42,143
Adult,75,210
Adult,131,239
Adult,26,85
Adult,19,73
Adult,72,236
Adult,42,140
Adult,57,142
Adult,32,91
Adult,69,180
Adult,38,105
Adult,159,423
Adult,48,111
Adult,60,116
Adult,40,110
Adult,58,188
Adult,43,154
Adult,65,172
Adult,50,109
Adult,74,200
Adult,123,271
Adult,43,110
Adult,102,274
Adult,117,193
Adult,52,125
Adult,65,228
Adult,56,139
Adult,85,286
Adult,43,169
Adult,37,105
Adult,50,169
Adult,36,83
Adult,42,113
Adult,175,473
Adult,26,78
Adult,70,150
Adult,87,247
Adult,126,266
Adult,79,191
Adult,50,153
Adult,55,183
Adult,51,137
Adult,29,84
Adult,123,401
Adult,79,189
Adult,29,98
Adult,62,247
Adult,66,120
Adult,36,104
Adult,24,92
Child,42,100
Adult,122,381
Adult,38,114
Adult,80,223
Adult,36,98
Adult,29,71
Adult,72,190
Adult,57,181
Adult,87,231
Adult,33,116
Adult,39,79
Adult,50,174
Adult,100,300
Adult,19,59
Adult,41,128
Adult,96,265
Adult,52,178
Adult,54,143
Adult,28,111
Adult,35,110
Adult,63,263
Adult,48,100
Adult,141,407
Adult,42,120
Adult,40,92
Adult,58,142
Adult,108,374
Adult,30,85
Adult,31,120
Adult,34,121
Adult,102,285
Child,24,61
Adult,65,209
Adult,28,84
Adult,37,92
Adult,31,79
Adult,32,111
Adult,118,278
Adult,38,97
Adult,75,191
Adult,92,193
Adult,23,80
Adult,54,121
Adult,25,76
Adult,33,65
Adult,56,168
Adult,111,269
Adult,45,145
Adult,46,145
Adult,51,92
Adult,34,119
Adult,34,67
Adult,111,343
Adult,45,135
Adult,32,89
Adult,46,146
Adult,41,114
Adult,158,342
Adult,100,276
Adult,60,162
Adult,105,314
Adult,361,541
Adult,62,118
Adult,43,145
Adult,45,153
Adult,59,172
Adult,189,382
Adult,21,66
Adult,59,138
Adult,70,130
Adult,53,146
Adult,40,114
Adult,28,74
Adult,26,77
Adult,48,132
Adult,152,451
Adult,36,100
Adult,31,69
Adult,117,263
Adult,86,233
Adult,38,73
Adult,37,122
Adult,168,408
Adult,51,194
Adult,31,87
Adult,24,72
Adult,64,226
Adult,68,147
Adult,144,363
Adult,65,133
Adult,65,195
Adult,39,92
Adult,46,111
Adult,51,149
Adult,86,291
Adult,51,131
Adult,52,117
Adult,28,69
Adult,28,84
Adult,48,123
Adult,39,82
Adult,88,240
Child,99,188
Adult,48,132
Adult,77,321
Adult,46,161
Adult,63,192
Adult,82,222
Adult,52,173
Adult,32,84
Adult,77,220
Adult,29,77
Adult,20,68
Adult,55,102
Adult,55,194
Adult,156,317
Adult,59,177
Adult,70,155
Adult,51,189
Adult,42,133
Adult,48,137
Adult,26,66
Adult,48,130
Adult,34,110
Adult,64,164
Adult,30,71
Adult,33,78
Adult,58,157
Adult,65,159
Adult,121,306
Adult,31,92
Adult,147,274
Adult,63,155
Adult,29,80
Adult,86,209
Adult,90,309
Adult,35,105
Adult,52,149
Adult,44,84
Adult,28,89
Adult,41,110
Adult,35,119
Adult,42,131
Adult,53,146
Adult,33,95
Adult,39,126
Adult,36,93
Adult,107,295
Adult,43,148
Adult,72,121
Adult,62,138
Adult,28,92
Adult,36,119
Adult,70,171
Adult,68,204
Adult,45,101
Adult,56,153
Adult,83,255
Adult,28,103
Adult,30,124
Adult,71,201
Adult,114,331
Adult,39,138
Adult,47,139
Adult,70,130
Adult,40,109
Adult,45,116
Adult,27,86
Adult,55,137
Adult,33,102
Adult,44,164
Adult,76,196
Adult,51,217
Adult,33,98
Adult,34,122
Adult,54,150
Adult,34,98
Adult,22,65
Adult,36,110
Adult,30,76
Adult,75,236
Adult,46,114
Adult,26,76
Adult,116,327
Adult,50,152
Adult,46,98
Child,23,58
Adult,32,78
Adult,135,434
Adult,25,74
Adult,119,267
Adult,42,106
Adult,65,146
Adult,31,93
Adult,63,155
Adult,63,183
Adult,36,101
Adult,57,234
Adult,86,231
Adult,100,233
Adult,55,106
Adult,40,96
Adult,30,91
Adult,57,121
Adult,34,80
Adult,20,67
Adult,73,227
Adult,36,101
Adult,75,175
Adult,41,97
Adult,94,276
Adult,57,158
Adult,29,80
Adult,54,190
Adult,22,74
Adult,33,100
Adult,30,88
Adult,30,68
Adult,41,113
Adult,74,233
Adult,110,318
Adult,28,80
Adult,36,92
Adult,46,91
Adult,159,292
Adult,28,69
Adult,129,306
Adult,36,102
Adult,90,249
Adult,42,144
Adult,31,73
Adult,30,85
Adult,54,143
Adult,51,223
Adult,27,94
Adult,63,144
Adult,39,101
Child,40,109
Adult,80,158
Adult,61,118
Adult,71,219
Adult,34,92
Adult,29,104
Adult,88,316
Adult,108,335
Adult,56,191
Adult,36,117
Adult,82,249
Adult,57,124
Adult,96,226
Adult,31,109
Adult,77,179
Adult,92,252
Adult,30,75
Adult,36,116
Adult,34,86
Adult,23,81
Adult,47,123
Adult,41,133
Adult,114,355
Adult,42,140
Adult,47,124
Adult,66,214
Adult,28,83
Adult,59,188
Adult,41,132
Adult,68,195
Adult,62,148
Adult,68,217
Adult,68,167
Adult,40,105
Adult,85,265
Adult,78,218
Adult,39,98
Adult,201,400
Adult,67,162
Adult,28,94
Adult,43,119
Adult,35,96
Adult,78,217
Adult,29,90
Adult,178,451
Adult,83,233
Adult,30,95
Adult,64,179
Adult,27,89
Adult,30,93
Adult,107,310
Adult,33,103
Adult,31,80
Adult,38,92
Adult,32,82
Adult,27,82
Adult,58,192
Adult,208,343
Adult,58,160
Adult,114,222
Adult,80,197
Adult,52,166
Adult,148,304
Adult,54,178
Adult,67,210
Adult,118,361
Adult,67,188
Adult,53,163
Adult,48,140
Adult,24,86
Adult,48,158
Adult,94,217
Adult,40,130
Adult,31,105
Adult,34,87
Adult,96,277
Adult,81,204
Adult,150,302
Adult,129,274
Adult,51,149
Adult,129,370
Adult,40,143
Adult,116,261
Adult,40,121
Adult,21,76
Adult,53,165
Adult,139,423
Adult,39,99
Adult,98,243
Adult,128,298
Adult,40,121
Adult,164,504
Adult,61,152
Adult,29,75
Adult,39,127
Adult,117,331
Adult,26,65
Adult,51,157
Adult,42,125
Adult,34,116
Adult,35,92
Adult,106,420
Adult,62,174
Adult,36,89
Adult,40,120
Adult,56,190
Adult,152,366
Adult,30,103
Adult,23,98
Adult,159,373
Adult,37,118
Adult,32,80
Adult,87,240
Adult,97,372
Adult,73,144
Adult,30,92
Adult,76,217
Adult,112,221
Child,64,152
Adult,24,68
Adult,84,237
Adult,124,251
Adult,27,108
Adult,34,89
Adult,189,444
Adult,21,65
Adult,72,232
Adult,41,123
Adult,79,170
Adult,40,99
Adult,142,363
Adult,84,178
Adult,165,251
Adult,70,163
Adult,33,86
Adult,38,87
Adult,105,258
Adult,42,98
Adult,97,164
Adult,36,105
Adult,100,225
Adult,52,98
Adult,146,383
Adult,30,92
Adult,49,183
Adult,48,115
Adult,46,176
Adult,26,73
Adult,47,132
Adult,26,83
Adult,38,101
Adult,36,114
Adult,39,154
Adult,27,90
Adult,27,74
Adult,36,143
Adult,28,92
Adult,38,98
Adult,84,215
Adult,92,229
Adult,73,180
Adult,112,284
Adult,181,466
Adult,29,91
Adult,42,123
Adult,25,99
Adult,118,298
Adult,32,104
Adult,32,104
Adult,37,86
Adult,34,114
Adult,32,100
Adult,102,349
Adult,112,293
Adult,44,103
Adult,52,101
Adult,79,194
Adult,54,101
Adult,91,176
Adult,64,170
Adult,32,114
Adult,70,177
Adult,52,111
Adult,43,80
Adult,24,94
Adult,45,157
Adult,48,170
Adult,34,112
Adult,105,333
Adult,53,169
Adult,95,225
Adult,29,76
Adult,33,111
Adult,42,105
Adult,40,132
Adult,39,91
Adult,69,203
Adult,75,178
Adult,56,134
Adult,154,339
Adult,57,163
Adult,131,414
Adult,29,91
Adult,35,101
Adult,56,137
Adult,25,71
Adult,122,250
Adult,63,139
Adult,45,118
Adult,32,102
Adult,32,87
Adult,32,90
Adult,34,126
Adult,39,114
Adult,110,238
Adult,46,137
Adult,83,313
Adult,30,89
Adult,21,80
Adult,101,232
Adult,45,112
Adult,34,112
Adult,36,75
Adult,26,94
Adult,40,110
Adult,45,136
Adult,44,124
Adult,34,122
Adult,38,98
Adult,68,201
Adult,42,94
Adult,81,199
Adult,32,69
Adult,34,102
Adult,47,148
Adult,25,84
Adult,46,114
Adult,116,293
Adult,39,101
Adult,58,174
Adult,28,83
Adult,33,96
Adult,45,140
Adult,36,110
Adult,69,228
Adult,28,80
Adult,33,74
Adult,33,94
Adult,27,116
Adult,31,103
Adult,58,199
Adult,22,66
Adult,34,123
Adult,64,142
Adult,50,131
Adult,117,336
Adult,32,84
Adult,89,269
Adult,72,263
Adult,35,133
Adult,38,107
Adult,40,117
Adult,37,87
Adult,50,121
Adult,176,418
Adult,62,153
Adult,29,98
Adult,44,126
Adult,38,77
Adult,29,92
Adult,66,182
Adult,53,148
Adult,48,144
Adult,42,119
Adult,92,231
Adult,67,144
Adult,100,257
Adult,84,258
Adult,29,80
Adult,65,204
Adult,39,108
Adult,86,269
Adult,48,153
Adult,74,181
Adult,30,115
Adult,75,245
Adult,56,163
Adult,54,134
Adult,259,432
Adult,79,222
Adult,48,114
Adult,22,67
Adult,36,100
Adult,100,260
Adult,29,93
Adult,87,147
Adult,112,229
Adult,32,73
Adult,79,156
Adult,56,160
Adult,73,163
Adult,156,338
Adult,86,211
Adult,58,143
Adult,150,292
Adult,60,201
Adult,86,262
Adult,108,295
Adult,38,92
Adult,36,119
Adult,20,76
Adult,48,156
Adult,22,84
Adult,136,402
Adult,29,103
Adult,33,101
Adult,73,223
Adult,74,270
Adult,192,396
Adult,58,138
Adult,32,79
Adult,87,291
Adult,26,73
Adult,42,162
Adult,33,90
Adult,31,119
Adult,66,142
Adult,35,124
Adult,33,102
Adult,56,158
Adult,189,440
Adult,77,214
Adult,66,175
Adult,24,77
Adult,30,81
Adult,20,65
Adult,53,141
Adult,89,279
Adult,60,161
Adult,34,88
Adult,46,142
Adult,51,99
Adult,35,67
Adult,62,244
Adult,39,110
Adult,52,140
Adult,130,391
Adult,41,89
Adult,57,163
Adult,45,130
Adult,26,84
Adult,134,412
Adult,88,237
Adult,22,73
Adult,100,234
Adult,66,166
Adult,49,144
Adult,37,109
Adult,28,73
Adult,86,179
Adult,34,77
Adult,105,287
Adult,48,108
Adult,50,110
Adult,197,359
Adult,60,171
Adult,26,71
Adult,31,119
Adult,56,110
Adult,30,81
Adult,34,117
Adult,52,95
Adult,32,89
Adult,28,75
Adult,71,186
Adult,34,110
Adult,38,98
Adult,43,127
Child,92,302
Adult,39,158
Adult,47,110
Adult,78,228
Adult,64,140
Adult,89,195
Adult,84,280
Adult,33,151
Adult,49,132
Adult,23,69
Adult,33,94
Adult,24,79
Adult,60,200
Adult,40,114
Adult,42,109
Adult,166,411
Adult,89,261
Adult,93,226
Adult,34,126
Adult,45,142
Adult,34,94
Adult,47,129
Adult,26,87
Adult,108,242
Adult,119,304
Adult,78,230
Adult,21,73
Adult,90,233
Adult,33,86
Adult,29,86
Adult,24,78
Adult,101,330
Adult,73,221
Adult,27,74
Adult,40,144
Adult,23,71
Adult,74,210
Adult,24,69
Adult,28,78
Adult,55,187
Adult,37,104
Adult,31,95
Adult,33,109
Child,95,349
Adult,21,71
Adult,48,129
Adult,27,79
Adult,49,119
Adult,46,144
Adult,43,123
Adult,59,203
Adult,53,159
Adult,37,117
Adult,57,135
Adult,33,81
Adult,79,245
Adult,43,167
Adult,42,147
Adult,30,73
Adult,141,378
Adult,77,184
Adult,70,212
Adult,84,302
Adult,62,165
Adult,34,118
Adult,45,171
Adult,46,130
Adult,39,126
Adult,39,94
Adult,109,283
Adult,28,69
Adult,96,336
Adult,47,211
Adult,39,135
Adult,40,116
Adult,105,318
Adult,35,100
Adult,34,105
Adult,69,191
Adult,100,271
Adult,61,164
Adult,39,103
Adult,33,98
Adult,22,66
Adult,28,92
Adult,96,295
Adult,35,113
Adult,28,75
Adult,102,394
Adult,105,238
Adult,70,181
Adult,72,198
Adult,70,159
Adult,62,196
Adult,30,89
Adult,16,70
Adult,75,242
Child,65,138
Adult,52,135
Adult,34,95
Adult,76,207
Adult,27,112
Adult,117,352
Adult,27,73
Adult,42,84
Adult,52,146
Adult,46,130
Adult,31,76
Adult,24,75
Adult,34,94
Adult,44,142
Adult,33,162
Adult,39,90
Adult,56,181
Adult,24,74
Adult,60,188
Adult,46,142
Adult,61,194
Adult,143,285
Adult,85,270
Adult,46,112
Adult,112,341
Adult,44,140
Adult,28,69
Adult,28,69
Adult,74,206
Adult,101,206
Adult,20,82
Adult,91,228
Adult,40,100
Child,34,92
Adult,33,76
Adult,34,88
Adult,30,105
Adult,53,157
Adult,56,106
Adult,106,379
